YEAR,Customer_num ,Establishment_Date,Number_of_Emp,Profit,Sector,Region,Total Risk ,Total Limit,Sales
2014,RATI1273CTC,34718,5,33671,RETAIL-WHOLESALE,Marmara Region,298326,601402,1
2011,RATI9591YSP,36692,26,37258,RETAIL-WHOLESALE,Marmara Region,21590,33884,0
2013,RATI1334PZU,33953,8,75782,RETAIL-WHOLESALE,Central Anatolia Region,4163636,5651314,0
2017,RATI2228MOY,35225,5,9937,MANUFACTURING,Aegean Region,901708,1715881,0
2012,RATI2427YCU,32903,3,,MANUFACTURING,Marmara Region,277713,725705,3
2017,RATI2518PRJ,39409,4,60718,RETAIL-WHOLESALE,Marmara Region,544108,1766151,0
2013,RATI9010JMT,38407,3,,RETAIL-WHOLESALE,Marmara Region,385446,568381,3
2014,RATI8776RTU,35132,8,84285,MANUFACTURING,Mediterranean Region,1213694,5765886,1
2010,RATI5336QCK,39247,,181389,SERVICES,Marmara Region,678815,1400227,0
2012,RATI1820WEK,36719,1,73866,RETAIL-WHOLESALE,Aegean Region,656823,1213305,0
2016,RATI1823SHQ,39624,2,244437,MANUFACTURING,Marmara Region,41921,126585,0
2013,RATI1329SPF,36473,8,20300,MANUFACTURING,Aegean Region,1331105,2268319,0
2014,RATI3060LEE,33561,85,74117,MANUFACTURING,Marmara Region,2761406,3343250,1
2017,RATI6716EKP,30337,11,311618,RETAIL-WHOLESALE,Aegean Region,931016,8527572,0
2010,RATI8942MAX,37386,5,59515,MANUFACTURING,,145347,195996,0
2014,RATI5500SGN,38928,5,39068,RETAIL-WHOLESALE,Marmara Region,1714492,7225250,0
2015,RATI2418WJR,34061,41,105233,MANUFACTURING,Marmara Region,288712,3209822,0
2016,RATI7643EPS,41271,7,81676,RETAIL-WHOLESALE,Marmara Region,345754,4817425,1
2013,RATI4805IJH,39830,5,21977,MANUFACTURING,Marmara Region,757700,1226671,0
2014,RATI3008BRU,39063,8,-1013916,OTHERS,Marmara Region,1867858,1889671,0
2011,RATI3365YGI,35814,5,486536,OTHERS,Marmara Region,44071,60541,0
2012,RATI4683FYY,34156,16,77790,RETAIL-WHOLESALE,Marmara Region,2006154,5458541,0
2012,RATI3427XXH,34889,11,42576,MANUFACTURING,Marmara Region,585461,1232931,0
2011,RATI8569YSH,39101,5,26512,RETAIL-WHOLESALE,,2792246,6841700,0
2012,RATI8315MVY,38353,20,12765,OTHERS,Marmara Region,1408423,2389947,1
2014,RATI6533BIE,35556,3,,OTHERS,Marmara Region,5005,215869,3
2012,RATI9146ZSF,35708,11,50569,RETAIL-WHOLESALE,,121844,511999,0
2017,RATI9231BVH,42049,7,9695,MANUFACTURING,Mediterranean Region,189378,952681,0
2014,RATI6117XOG,35724,4,98429,SERVICES,,5235348,8863887,0
2017,RATI5647SYV,35339,22,190436,MANUFACTURING,Marmara Region,405730,1932145,0
2015,RATI8984LGW,38633,11,24829,RETAIL-WHOLESALE,,1398550,5917182,1
2017,RATI4672SFA,35459,11,34020,MANUFACTURING,Marmara Region,13161,123131,0
2013,RATI1676MBN,38746,5,115524,OTHERS,,702751,1258782,0
2013,RATI4686MAM,33838,7,2485,RETAIL-WHOLESALE,Marmara Region,246854,365409,0
2017,RATI2559HHT,39689,3,156049,RETAIL-WHOLESALE,Eastern Anatolia Region,1416569,3246277,0
2010,RATI1138REG,36493,10,15449,MANUFACTURING,Central Anatolia Region,820105,2229806,0
2015,RATI7066LZM,38352,5,,OTHERS,,1293447,4847284,3
2017,RATI6163CCM,35435,1,29314,RETAIL-WHOLESALE,Central Anatolia Region,1172218,1812002,0
2011,RATI9678WCR,34063,18,,SERVICES,Marmara Region,,,3
2012,RATI9062PKI,38177,5,78424,MANUFACTURING,Marmara Region,37751,128109,1
2015,RATI2988JQV,36699,6,154612,RETAIL-WHOLESALE,Marmara Region,333022,747795,0
2010,RATI4331SNL,35075,,-109264,SERVICES,Central Anatolia Region,15050,210333,0
2012,RATI9285BHB,39506,2,,RETAIL-WHOLESALE,Aegean Region,41120,266502,3
2010,RATI3046CTR,35611,,15537,RETAIL-WHOLESALE,,14052,122191,0
2013,RATI3509PFZ,33977,2,,RETAIL-WHOLESALE,Aegean Region,67575,457743,3
2017,RATI8328QPK,35818,2,20154,RETAIL-WHOLESALE,Marmara Region,80841,330600,0
2017,RATI8758LIS,38002,4,-49685,RETAIL-WHOLESALE,Aegean Region,171655,480702,0
2016,RATI5940QSK,41654,4,226522,RETAIL-WHOLESALE,,1379687,5566975,1
2017,RATI8814UWC,41088,7,20441,MANUFACTURING,,774238,1754074,0
2016,RATI4716AJB,35871,6,,MANUFACTURING,Black Sea Region,2516458,8228893,3
2016,RATI5336QCK,39244,27,,SERVICES,Marmara Region,1219403,6725155,3
2011,RATI9111OBN,35844,25,77179,MANUFACTURING,Marmara Region,85886,906256,0
2010,RATI3303HZZ,38494,,381901,MANUFACTURING,,458533,500493,1
2014,RATI4150TOE,37749,3,,MANUFACTURING,,3178181,4016435,3
2014,RATI5638ZXH,34817,3,80853,MANUFACTURING,Marmara Region,651865,1707789,0
2015,RATI6510VIO,35091,7,42759,RETAIL-WHOLESALE,Marmara Region,243473,1844883,0
2017,RATI8110HUH,40306,58,99316,OTHERS,Mediterranean Region,138444,396763,0
2012,RATI7978VJP,36308,6,34770,SERVICES,Marmara Region,102902,432910,0
2010,RATI3080MBY,39223,,64516,RETAIL-WHOLESALE,Eastern Anatolia Region,410785,702763,0
2017,RATI1763SIR,38677,1,61505,SERVICES,Marmara Region,184135,1021415,0
2017,RATI5164NAH,35826,2,5670,RETAIL-WHOLESALE,Marmara Region,42535,600986,0
2010,RATI1990VLG,35767,10,34787,RETAIL-WHOLESALE,Marmara Region,112550,189426,0
2012,RATI7723MLS,39086,6,22413,SERVICES,Aegean Region,1549907,2783605,0
2011,RATI5751UHI,35169,21,124384,SERVICES,,5121120,9355540,1
2014,RATI1115PZK,39247,14,,MANUFACTURING,Aegean Region,141674,1211864,3
2015,RATI2084FUU,37587,6,94241,RETAIL-WHOLESALE,,1086885,1909461,0
2013,RATI7778MTR,38893,3,162638,RETAIL-WHOLESALE,,117740,351618,0
2014,RATI9903XIN,36025,5,8086,RETAIL-WHOLESALE,Central Anatolia Region,261096,355098,0
2017,RATI3015JIP,38008,3,-616695,RETAIL-WHOLESALE,Southeastern Anatolia Region,140848,5257315,0
2016,RATI5418ZWX,41676,1,78270,RETAIL-WHOLESALE,Marmara Region,1446042,3600413,1
2010,RATI5043HRD,36176,,23641,RETAIL-WHOLESALE,Black Sea Region,106428,1119924,0
2017,RATI6832USO,42227,8,-117733,RETAIL-WHOLESALE,Central Anatolia Region,431613,476367,0
2017,RATI2762GUC,34224,49,165192,MANUFACTURING,,2039048,8866560,1
2011,RATI2997TYG,36293,3,,MANUFACTURING,Aegean Region,133887,567537,3
2017,RATI8706PPH,32897,2,457587,OTHERS,Marmara Region,2856807,7773641,1
2013,RATI6814NMT,30347,4,,OTHERS,Marmara Region,29609,396788,3
2013,RATI5279WIW,38799,43,19154,RETAIL-WHOLESALE,Central Anatolia Region,2076528,7007938,1
2014,RATI5808ZCP,40638,1,19187,RETAIL-WHOLESALE,,524155,1892341,0
2015,RATI3043MQU,33625,6,76711,RETAIL-WHOLESALE,Central Anatolia Region,1493713,2258588,0
2010,RATI2883GIW,34790,20,26114,RETAIL-WHOLESALE,Marmara Region,129862,300694,0
2016,RATI3509PFZ,33961,2,23047,RETAIL-WHOLESALE,Aegean Region,232502,713321,0
2013,RATI9071MIO,36289,10,,OTHERS,Marmara Region,196822,618718,3
2013,RATI9221UYK,31715,30,-106130,MANUFACTURING,Marmara Region,562542,3997503,1
2013,RATI7968ADC,39436,4,,RETAIL-WHOLESALE,Marmara Region,407078,894934,3
2017,RATI6649JUU,39171,13,11705,OTHERS,Aegean Region,1416375,4041212,0
2012,RATI6708KJH,39036,3,17511,SERVICES,Marmara Region,73730,236211,0
2012,RATI8544WEA,39464,5,454501,SERVICES,,,,0
2013,RATI1600TQM,35802,12,,SERVICES,,336058,1794114,3
2014,RATI7750YKJ,38836,129,112788,RETAIL-WHOLESALE,Marmara Region,345242,3428798,1
2015,RATI5465QKZ,36700,18,,OTHERS,Central Anatolia Region,16351,66145,3
2017,RATI9337MWG,39374,10,17463,SERVICES,Mediterranean Region,479869,821489,0
2017,RATI1894KWG,36249,8,84179,RETAIL-WHOLESALE,Marmara Region,609360,3277474,0
2010,RATI4301FKE,31066,12,31335,MANUFACTURING,,126268,342156,0
2016,RATI9207GFN,40452,40,,RETAIL-WHOLESALE,Aegean Region,24191,80293,3
2011,RATI7817JWA,35185,5,,RETAIL-WHOLESALE,Marmara Region,316552,1073045,3
2016,RATI4858CZV,37716,15,-52564,RETAIL-WHOLESALE,Marmara Region,342499,835487,0
2013,RATI7577XQW,36892,389,38802,RETAIL-WHOLESALE,,910787,3611238,0
2011,RATI5491BND,38561,6,77360,RETAIL-WHOLESALE,Aegean Region,2268467,2661117,0
2014,RATI4493UMO,32567,3,28820,RETAIL-WHOLESALE,Marmara Region,844019,3509597,1
2015,RATI4858VYE,38996,3,,RETAIL-WHOLESALE,Mediterranean Region,1027833,2189197,3
2010,RATI9659JCI,34740,,57206,RETAIL-WHOLESALE,Black Sea Region,981350,1416740,0
2010,RATI9163TPP,38890,15,107784,RETAIL-WHOLESALE,,2922027,4794276,0
2016,RATI3352MNZ,38387,10,53253,MANUFACTURING,Southeastern Anatolia Region,706390,1406600,0
2015,RATI6386XCH,39638,1,11364,RETAIL-WHOLESALE,Black Sea Region,1276043,2734875,0
2014,RATI6714IPQ,40961,2,221602,SERVICES,Aegean Region,1276422,2079591,0
2012,RATI7377EDC,39068,3,34910,MANUFACTURING,,30848,64006,0
2014,RATI5559QPS,39267,5,,RETAIL-WHOLESALE,,12137,1192993,3
2011,RATI1173PSU,39348,5,113860,MANUFACTURING,Black Sea Region,2470269,3331156,0
2016,RATI9314YJM,41403,9,23748,RETAIL-WHOLESALE,Black Sea Region,462773,1598228,0
2012,RATI2766CUJ,37312,4,35225,RETAIL-WHOLESALE,Marmara Region,723119,2866782,1
2013,RATI6007PYB,38565,1,26028,RETAIL-WHOLESALE,Eastern Anatolia Region,2024226,3174584,0
2011,RATI6634PBE,39202,1,-1009762,RETAIL-WHOLESALE,Southeastern Anatolia Region,189531,191773,0
2016,RATI9298ZWK,39514,32,167690,RETAIL-WHOLESALE,Aegean Region,72580,115292,0
2012,RATI3177UPM,38550,12,47273,RETAIL-WHOLESALE,,219851,372650,0
2012,RATI1285TZM,34768,5,-70885,RETAIL-WHOLESALE,Marmara Region,94131,593682,0
2017,RATI8001WCW,32900,1,,SERVICES,,2557212,5669150,3
2017,RATI2683TJK,41298,13,65683,MANUFACTURING,Southeastern Anatolia Region,1307586,1591092,0
2014,RATI9659CTW,40529,2,48413,OTHERS,,458175,2673469,0
2011,RATI4487YDK,35702,1,47870,RETAIL-WHOLESALE,Central Anatolia Region,476206,630226,0
2012,RATI5885ODW,36737,4,63298,RETAIL-WHOLESALE,Marmara Region,446949,2620822,0
2016,RATI7099SNP,40937,36,85204,RETAIL-WHOLESALE,Marmara Region,1285709,3108794,0
2017,RATI2182VNE,37044,7,62848,MANUFACTURING,Marmara Region,698669,1063248,0
2014,RATI1277WIR,40189,7,53120,MANUFACTURING,Marmara Region,626647,1161094,0
2016,RATI3134HBG,41369,1,5205,RETAIL-WHOLESALE,Central Anatolia Region,54446,123511,0
2011,RATI8002XKE,37858,3,,RETAIL-WHOLESALE,Marmara Region,3778,30278,3
2016,RATI6245IHU,39494,1,58615,RETAIL-WHOLESALE,Marmara Region,437450,1146406,0
2015,RATI1744GHE,35094,2,,RETAIL-WHOLESALE,Marmara Region,343558,1025851,3
2012,RATI8841WYZ,38832,17,2428,SERVICES,Aegean Region,81066,555830,0
2017,RATI8091CAU,33976,3,,RETAIL-WHOLESALE,Mediterranean Region,731497,2184558,3
2015,RATI1465JQF,39007,18,-60157,RETAIL-WHOLESALE,,91801,986432,0
2016,RATI8429OXV,41607,2,20351,SERVICES,Southeastern Anatolia Region,302504,293691,0
2012,RATI2267EUG,36752,4,43307,RETAIL-WHOLESALE,Marmara Region,877744,2854913,1
2013,RATI9716RNV,35807,5,-4542,MANUFACTURING,Marmara Region,69188,584906,0
2012,RATI4030FRH,34345,17,,MANUFACTURING,Aegean Region,370565,1043018,3
2012,RATI6139HFM,33894,17,14770,RETAIL-WHOLESALE,Marmara Region,38554,211441,0
2013,RATI3573MJW,36172,6,87460,SERVICES,Marmara Region,923442,4482641,0
2017,RATI4858CZV,37734,4,-5170,RETAIL-WHOLESALE,Marmara Region,123197,767078,0
2011,RATI4911GYW,38925,5,-417966,RETAIL-WHOLESALE,Marmara Region,181315,784746,0
2016,RATI1622TWZ,34358,9,,MANUFACTURING,Marmara Region,5669,30166,3
2016,RATI9647YEF,41000,14,,OTHERS,Marmara Region,45970,80507,3
2010,RATI4405LJE,35447,2,100349,RETAIL-WHOLESALE,Black Sea Region,35614,147400,0
2017,RATI6909STA,40354,2,,MANUFACTURING,Marmara Region,640519,979676,3
2016,RATI1726HUE,38237,11,-81557,RETAIL-WHOLESALE,Southeastern Anatolia Region,3726379,5918667,1
2011,RATI5579CTP,34358,3,,RETAIL-WHOLESALE,Marmara Region,,,3
2015,RATI8243TZC,34705,5,22254,RETAIL-WHOLESALE,Central Anatolia Region,2602066,3456618,1
2014,RATI8023JEG,40419,1,19514,RETAIL-WHOLESALE,Mediterranean Region,110568,149101,0
2013,RATI9051BEE,37539,2,,MANUFACTURING,Marmara Region,163577,352747,3
2017,RATI4894YDF,37276,35,,MANUFACTURING,,848206,5124264,3
2012,RATI8241TOU,37182,2,,OTHERS,Mediterranean Region,851282,1682846,3
2016,RATI8748JME,41547,12,-1301463,RETAIL-WHOLESALE,Marmara Region,381116,487093,0
2012,RATI1139SRP,38386,5,,RETAIL-WHOLESALE,Aegean Region,1658443,1836813,3
2016,RATI2618FFO,37536,2,,RETAIL-WHOLESALE,Mediterranean Region,219061,1037499,3
2011,RATI6630STS,35803,16,,MANUFACTURING,Marmara Region,815522,1476331,3
2012,RATI8403DOE,37769,11,,MANUFACTURING,,1306894,1256445,3
2012,RATI9905FVD,40022,20,50121,RETAIL-WHOLESALE,Central Anatolia Region,365040,458014,0
2017,RATI9349KTS,31443,5,121668,MANUFACTURING,Marmara Region,43447,1902145,0
2015,RATI9189TVS,39687,1,31195,RETAIL-WHOLESALE,Central Anatolia Region,109962,1030214,0
2013,RATI8131DAC,35481,8,,SERVICES,Marmara Region,185207,554743,3
2014,RATI9291LMG,40618,5,-188140,RETAIL-WHOLESALE,Marmara Region,0,4815,0
2015,RATI3825OHP,40290,8,75750,RETAIL-WHOLESALE,,4086818,5524731,1
2014,RATI5078XKC,34200,20,,SERVICES,Marmara Region,3064,230238,3
2010,RATI8327JZC,32904,1,7908,RETAIL-WHOLESALE,Central Anatolia Region,435197,715377,0
2013,RATI4927EFO,34444,10,,SERVICES,Central Anatolia Region,212762,661214,3
2012,RATI7769AZN,38705,4,,MANUFACTURING,,864506,2088568,3
2017,RATI6766KVM,39306,9,35935,RETAIL-WHOLESALE,Marmara Region,162570,469410,0
2015,RATI1376DMW,40641,10,,RETAIL-WHOLESALE,Marmara Region,75718,701486,3
2016,RATI7575MHY,35537,20,8346,RETAIL-WHOLESALE,Mediterranean Region,536054,1985422,0
2014,RATI6519TMM,38639,5,286782,RETAIL-WHOLESALE,,438330,3242266,1
2013,RATI4179DVW,38004,34,,MANUFACTURING,Marmara Region,802123,3942642,3
2011,RATI1411VUE,39046,20,65052,RETAIL-WHOLESALE,,1348816,2165709,0
2010,RATI6612XDZ,35853,3,168464,RETAIL-WHOLESALE,,77608,512753,1
2010,RATI3206OAF,38365,,35870,RETAIL-WHOLESALE,,465286,1839044,0
2011,RATI6254FVO,35446,10,24400,RETAIL-WHOLESALE,Central Anatolia Region,670327,1001148,0
2012,RATI8537RDO,37976,10,,RETAIL-WHOLESALE,Mediterranean Region,400856,1639845,3
2012,RATI3582SDF,33356,6,38203,RETAIL-WHOLESALE,Central Anatolia Region,424962,1208422,0
2016,RATI4589RNX,35078,3,62686,RETAIL-WHOLESALE,Mediterranean Region,972308,2954057,0
2016,RATI8094GIE,41073,10,,MANUFACTURING,Marmara Region,544775,619903,3
2010,RATI6271BMA,38655,,,RETAIL-WHOLESALE,Central Anatolia Region,397242,889145,3
2017,RATI6782VDG,38509,6,89647,RETAIL-WHOLESALE,Central Anatolia Region,95431,330835,0
2017,RATI8497RCF,36807,5,,RETAIL-WHOLESALE,Central Anatolia Region,1229420,4432612,3
2014,RATI6348IBD,38246,5,43282,RETAIL-WHOLESALE,Southeastern Anatolia Region,1429723,1590108,0
2014,RATI3388WFV,37780,29,222222,RETAIL-WHOLESALE,Mediterranean Region,6354675,44216630,1
2017,RATI1256DMN,38842,12,49556,RETAIL-WHOLESALE,Marmara Region,548768,808889,0
2013,RATI3229GOH,38725,10,59004,MANUFACTURING,,564431,1454263,0
2014,RATI7139DCG,39310,18,158722,MANUFACTURING,Marmara Region,40116,2257453,0
2012,RATI3901IUE,32143,36,,RETAIL-WHOLESALE,,183620,1148303,3
2012,RATI7664JSX,39444,5,608559,MANUFACTURING,Central Anatolia Region,462405,2110091,0
2016,RATI6959NWX,35805,1,,RETAIL-WHOLESALE,Mediterranean Region,403997,1976480,3
2015,RATI6634PBE,39179,1,,RETAIL-WHOLESALE,Southeastern Anatolia Region,18223,494327,3
2011,RATI2054KXQ,38169,7,-270653,OTHERS,Marmara Region,76683,73080,0
2015,RATI1324BSV,40773,8,42322,RETAIL-WHOLESALE,Aegean Region,2207710,4815829,0
2017,RATI1315OQE,38160,8,487960,RETAIL-WHOLESALE,Marmara Region,59003,2173591,1
2016,RATI2369QCP,23966,18,249680,MANUFACTURING,Marmara Region,2432815,4751333,0
2012,RATI8420EUQ,40127,3,78538,MANUFACTURING,Mediterranean Region,253171,803215,0
2017,RATI9893MCQ,34321,7,,RETAIL-WHOLESALE,Black Sea Region,374753,997444,3
2012,RATI2665FRX,39185,34,298563,MANUFACTURING,Central Anatolia Region,1930453,4136441,1
2017,RATI9812AOD,40169,6,76411,SERVICES,Marmara Region,1061764,4007455,0
2011,RATI1326LYC,38448,25,143184,SERVICES,Marmara Region,727290,4779472,0
2017,RATI6967BLA,40658,4,,SERVICES,Aegean Region,371989,811869,3
2014,RATI2874YUN,39184,35,87135,MANUFACTURING,Central Anatolia Region,74884,200362,0
2014,RATI3560UQZ,39432,1,-16141,MANUFACTURING,Central Anatolia Region,0,36865,0
2013,RATI3879YAU,24202,10,220637,RETAIL-WHOLESALE,Marmara Region,1606451,8555737,1
2016,RATI9275FID,39598,5,14207,RETAIL-WHOLESALE,Marmara Region,245597,748524,0
2017,RATI6770AHE,32874,7,,RETAIL-WHOLESALE,,1983063,11125943,3
2015,RATI7461MZL,37320,5,,OTHERS,Central Anatolia Region,119139,781941,3
2017,RATI6839AJS,38642,1,,RETAIL-WHOLESALE,Marmara Region,7,32663,3
2013,RATI1829CUD,39005,1,-66053,RETAIL-WHOLESALE,Marmara Region,94934,194625,0
2012,RATI4716AJB,35856,6,-11592,MANUFACTURING,Black Sea Region,1167953,1881983,0
2016,RATI5388ZCP,32857,25,131339,MANUFACTURING,Marmara Region,45712,719815,1
2017,RATI8932RIC,36623,7,9861,MANUFACTURING,Central Anatolia Region,4443085,9947112,1
2016,RATI8240NST,40203,26,1331197,OTHERS,,326916,413184,0
2011,RATI4115OFZ,34689,5,,OTHERS,Marmara Region,2754540,4101589,3
2015,RATI2074CKB,37196,3,,RETAIL-WHOLESALE,Southeastern Anatolia Region,821058,3264448,3
2014,RATI8791JSY,35060,15,300689,RETAIL-WHOLESALE,Marmara Region,93633,3615722,1
2011,RATI9052WAU,38158,37,,OTHERS,Marmara Region,242224,8991222,3
2013,RATI6606WHN,38070,7,,RETAIL-WHOLESALE,Marmara Region,8203,111010,3
2015,RATI6256MNE,40755,5,66515,SERVICES,Central Anatolia Region,178299,263871,0
2012,RATI5459LXD,33873,37,,MANUFACTURING,Black Sea Region,43802,1401723,3
2017,RATI4914PNM,31072,12,21948,MANUFACTURING,Marmara Region,888605,2033043,0
2016,RATI4720QZE,37664,5,242290,SERVICES,Mediterranean Region,1255248,2781531,0
2017,RATI5064ABD,33982,3,,RETAIL-WHOLESALE,,590916,2216311,3
2014,RATI3562WZX,35441,5,12555,RETAIL-WHOLESALE,,68314,279284,0
2012,RATI3450HQX,35268,10,11816,RETAIL-WHOLESALE,Marmara Region,942828,1678247,0
2016,RATI3591DMQ,33568,16,65219,RETAIL-WHOLESALE,Black Sea Region,3950107,4261051,0
2011,RATI3329SIW,37738,10,56068,MANUFACTURING,Marmara Region,1182421,2167037,0
2010,RATI2457LIC,33977,,133903,RETAIL-WHOLESALE,,42368,1599702,1
2014,RATI9278RDM,35336,11,80676,MANUFACTURING,Marmara Region,1992035,4733571,1
2015,RATI5941AFH,37360,19,59116,MANUFACTURING,Central Anatolia Region,2987616,6531883,0
2013,RATI8619SHL,32207,25,549408,MANUFACTURING,Marmara Region,118886,610608,0
2013,RATI9242BST,35795,16,,MANUFACTURING,Marmara Region,66444,511400,3
2014,RATI6764ZMX,35673,26,-148942,MANUFACTURING,,104847,147829,0
2010,RATI3408HVX,35262,,,OTHERS,,177283,583628,3
2015,RATI3431VNA,34530,4,33047,RETAIL-WHOLESALE,Mediterranean Region,423559,646038,0
2016,RATI4626KDR,40587,10,47276,MANUFACTURING,Marmara Region,638355,958657,0
2010,RATI1610BVY,37350,,,RETAIL-WHOLESALE,Mediterranean Region,114980,462586,3
2011,RATI4481XIT,37364,26,415948,MANUFACTURING,Marmara Region,307629,1041205,0
2017,RATI4853NKU,32239,24,620341,RETAIL-WHOLESALE,Aegean Region,1687055,3727105,0
2016,RATI1133DKR,36079,5,-243083,MANUFACTURING,Marmara Region,1243784,3183106,0
2010,RATI8419GKI,35490,,,MANUFACTURING,Central Anatolia Region,490733,657604,3
2013,RATI1186XVD,31382,2,130105,RETAIL-WHOLESALE,Eastern Anatolia Region,,,0
2014,RATI2385ADW,38926,15,52331,RETAIL-WHOLESALE,Black Sea Region,1460805,3287644,0
2012,RATI5335VPL,37112,4,107223,RETAIL-WHOLESALE,Marmara Region,384891,1880361,0
2016,RATI2140JGQ,32894,8,41072,MANUFACTURING,Aegean Region,2925701,10191994,1
2014,RATI2045LRG,38570,12,270927,MANUFACTURING,Marmara Region,213594,834746,1
2012,RATI3987TBG,33987,50,,MANUFACTURING,Aegean Region,3837472,6345759,3
2013,RATI6703AET,39445,1,,SERVICES,Marmara Region,752874,845960,3
2016,RATI1143GLN,41443,3,69238,MANUFACTURING,Aegean Region,32730,102586,1
2016,RATI4118KXW,37240,14,36866,OTHERS,Aegean Region,387849,1757715,0
2011,RATI5091KXN,39532,15,94008,OTHERS,Marmara Region,128748,218964,0
2016,RATI4079IYP,36636,138,191038,MANUFACTURING,Black Sea Region,107063,4007513,0
2017,RATI4763CBG,33619,2,134087,RETAIL-WHOLESALE,Marmara Region,375400,855174,0
2013,RATI8823HCI,38897,19,89479,MANUFACTURING,Black Sea Region,658065,2111329,0
2016,RATI5428ZRJ,39292,10,204796,SERVICES,Mediterranean Region,164273,566550,0
2013,RATI8396YBA,31288,102,-905244,MANUFACTURING,Black Sea Region,185760,8446113,0
2014,RATI9759CEI,35905,4,24060,RETAIL-WHOLESALE,Marmara Region,1327776,2119374,0
2013,RATI5452OEB,34706,6,81665,MANUFACTURING,Marmara Region,2614716,5711744,0
2011,RATI3776JRA,37010,19,,RETAIL-WHOLESALE,,114550,286942,3
2016,RATI2944WGH,40917,8,74411,MANUFACTURING,Mediterranean Region,2793601,8615765,1
2013,RATI8921SVV,40318,13,130345,MANUFACTURING,Marmara Region,33049,100576,0
2016,RATI2879IKR,41828,5,190913,RETAIL-WHOLESALE,Mediterranean Region,1434181,2124323,0
2014,RATI5130ALD,39406,22,461829,RETAIL-WHOLESALE,Marmara Region,1977453,4087141,0
2015,RATI1871LZX,40888,1,10699,RETAIL-WHOLESALE,,5370921,8173419,1
2012,RATI6606WHN,38059,7,,RETAIL-WHOLESALE,Marmara Region,7215,100738,3
2016,RATI9530DST,36490,1,,RETAIL-WHOLESALE,Marmara Region,23444,27511,3
2013,RATI1246GMG,38016,10,149281,MANUFACTURING,Marmara Region,612660,1329626,1
2017,RATI6447RFM,31800,3,-37903,RETAIL-WHOLESALE,Marmara Region,164094,856281,0
2013,RATI6090FAS,39731,3,-287294,RETAIL-WHOLESALE,Marmara Region,1114641,2308146,0
2012,RATI1023PGN,36685,5,397973,OTHERS,,137594,356941,0
2015,RATI9486FKA,34554,7,,SERVICES,Aegean Region,4808516,10269761,3
2017,RATI4808GPZ,39883,7,1135496,OTHERS,Central Anatolia Region,180272,2357666,0
2016,RATI1053GUG,40170,2,252533,MANUFACTURING,Central Anatolia Region,11301,137481,0
2015,RATI3625MWV,39785,7,38270,SERVICES,Marmara Region,1149325,2346950,0
2015,RATI8938GBL,30709,27,41659,OTHERS,Central Anatolia Region,1035626,3590234,0
2015,RATI8875NBD,35073,10,20530,MANUFACTURING,,2648072,4891011,0
2012,RATI1315XJR,38432,12,,RETAIL-WHOLESALE,Black Sea Region,2393606,5988095,3
2013,RATI9246YOG,34692,15,-2165991,SERVICES,Aegean Region,326082,965844,0
2011,RATI7540ARO,35458,23,29983,MANUFACTURING,Marmara Region,199083,394640,0
2017,RATI6399RIX,34821,36,15560,MANUFACTURING,Aegean Region,1332224,4595747,0
2016,RATI9832IGB,34035,23,90507,MANUFACTURING,Marmara Region,3355126,5496428,0
2014,RATI4118UTP,35478,5,,MANUFACTURING,Aegean Region,54596,400316,3
2011,RATI3473XGQ,32211,15,74415,RETAIL-WHOLESALE,,701722,1046680,0
2017,RATI6929ZTC,40269,8,190384,RETAIL-WHOLESALE,Marmara Region,24637,36009,0
2012,RATI4490YGE,37335,12,,OTHERS,,225616,640277,3
2017,RATI7394MRY,37441,12,316538,MANUFACTURING,Marmara Region,614358,2518484,1
2017,RATI8720BCY,39979,79,-120523,RETAIL-WHOLESALE,Marmara Region,66966,5540929,1
2016,RATI7108TPL,32170,7,-374184,SERVICES,Mediterranean Region,10608,978138,0
2010,RATI6953VTA,37144,13,271677,MANUFACTURING,Aegean Region,111591,1085459,0
2013,RATI5731RIB,38300,3,-248997,RETAIL-WHOLESALE,,1253113,3663781,0
2013,RATI6581TIR,38566,5,133730,RETAIL-WHOLESALE,Marmara Region,79234,1621185,0
2015,RATI2155YVM,39533,12,,RETAIL-WHOLESALE,Aegean Region,3181173,10648997,3
2016,RATI9996WER,35262,31,140888,RETAIL-WHOLESALE,Marmara Region,455862,986200,0
2016,RATI5916CUZ,33584,29,81543,SERVICES,Marmara Region,108335,376347,0
2014,RATI2553PQZ,35685,1,,RETAIL-WHOLESALE,Central Anatolia Region,1750401,2098680,3
2016,RATI2786VEX,33982,25,19291,RETAIL-WHOLESALE,Marmara Region,326470,423741,0
2016,RATI6301LTC,41469,1,13089,RETAIL-WHOLESALE,Marmara Region,140128,720594,0
2011,RATI2035BOA,39933,5,-100468,MANUFACTURING,Marmara Region,536869,729862,0
2014,RATI5181OAP,28141,5,,RETAIL-WHOLESALE,Aegean Region,1659871,7805063,3
2016,RATI4692APN,41437,1,-13453,RETAIL-WHOLESALE,,415025,920702,0
2015,RATI8830HYT,40470,2,,RETAIL-WHOLESALE,Marmara Region,227877,2237538,3
2011,RATI7825TTE,37859,10,-171389,SERVICES,Marmara Region,854460,1752566,1
2011,RATI1648HCX,39930,3,4272,RETAIL-WHOLESALE,,167560,289772,0
2014,RATI1857UKY,39343,3,52668,RETAIL-WHOLESALE,Mediterranean Region,1554958,3251619,0
